brand,name,desc,category,servingSize,servingSizeUnit,calories,fat,carbs,protein,Calories_100g,Total_Fat_100g,Carbohydrates_100g,Protein_100g
Marco's Pizza,"6"" Ham & Cheese Leonardo Sub","6"" Ham & Cheese Leonardo Sub on a White Sub Bun w/ Mayonnaise, Red Onion, Sliced Tomatoes, Sliced Provolone Cheese & Sliced Ham, also called Ham & Cheese Sub, Subs",Sandwiches,,,630,29,56,35,,,,
Marco's Pizza,"6"" Italian Sausage Ultimo Sub","6"" Italian Sausage Ultimo Sub on a White Sub Bun w/ Pizza Sauce, Red Onion, Green Peppers, Cheese & Italian Sausage, Subs",Sandwiches,,,740,40,62,36,,,,
Marco's Pizza,"6"" Italiano Sub","6"" Italiano Sub on a White Sub Bun w/ Sub Sauce, Red Onion, Sliced Tomatoes, Banana Peppers, Sliced Provolone Cheese, Sliced Ham & Sliced Genoa Salami, also called Italian Sub, Subs",Sandwiches,,,730,40,58,36,,,,
Marco's Pizza,"6"" Meatball Fabio Sub","6"" Meatball Fabio Sub on a White Sub Bun w/ Pizza Sauce, Sliced Provolone Cheese & Italian Meatballs, Subs",Sandwiches,,,640,27,60,37,,,,
Marco's Pizza,"6"" Steak & Cheese Bruno Sub","6"" Steak & Cheese Bruno Sub on a White Sub Bun w/ Mayonnaise, Mushrooms, Cheese & Steak, also called Steak & Cheese Sub, Subs",Sandwiches,,,620,29,54,37,,,,
Marco's Pizza,"6"" Turkey & Ham Maximo Sub","6"" Turkey & Ham Maximo Sub on a White Sub Bun w/ Mayonnaise, Red Onion, Sliced Tomatoes, Sliced Provolone Cheese, Turkey & Sliced Ham, Subs",Sandwiches,,,620,27,56,35,,,,
Marco's Pizza,"6"" Turkey Club Bravo Sub","6"" Turkey Club Bravo Sub on a White Sub Bun w/ Mayonnaise, Sliced Tomatoes, Sliced Provolone Cheese, Turkey & Bacon, Subs",Sandwiches,,,670,31,55,41,,,,
Marco's Pizza,"6"" Veggie Fresco Sub","6"" Veggie Fresco Sub on a White Sub Bun w/ Sub Sauce, Red Onion, Mushrooms, Green Peppers, Sliced Tomatoes, Black Olives & Mild Cheddar Cheese, also called Veggie Sub, Subs",Sandwiches,,,590,29,60,23,,,,
Papa John's,60 Chicken Poppers,"60 Chicken Poppers w/ All White Lightly Breaded Chicken Breast, Papa's Wings & Poppers, Poppers, Sides, Sides & Desserts, Ingredients; Choice of Adding: Dipping Sauce",Entrees,1080,g,2200,87,176,136,204,8,16,13
Zaxby's,7 Chicken Fingers,"7 Chicken Fingers, for Chicken Finger Plate, Large, Most Popular",Entrees,246,g,550,25,18,61,224,10,7,25
Taco Bell,7 Layer Burrito,"7 Layer Burrito w/ Flour Tortilla, Iceberg Lettuce, Premium Guacamole, Premium Latin Rice, Reduced Fat Sour Cream, Refried Beans, 3 Cheese Blend & Tomatoes, Burritos",Sandwiches,,,430,16,57,14,,,,
LongHorn Steakhouse,7 Pepper Sirloin Salad,"7 Pepper Sirloin Salad w/ Grilled Sirloin, Blend of 7 Peppers, Diced Tomatoes, Crumbled Bleu Cheese, Hand Chopped Greens, Steakhouse Salads",Salads,,,490,26,22,45,,,,
7 Eleven,7 Select Go!Smart Turkey Sandwich,"7 Select Go!Smart Turkey Sandwich on Wheat Bread w/ Oven Roasted Turkey, Tomato Slices & Green Leaf Lettuce, Sandwiches, Food",Sandwiches,204,g,300,2.5,48,15,147,1,24,7
Jack in the Box,7 Stuffed Jalapenos,"7 Stuffed Jalapenos w/ Melted Cheeses, Snacks & Sides; Choice of Adding: Ranch",AppetizersSides,165,g,511,29,49,14,310,18,30,8
In-N-Out Burger,7Up,"7Up, Beverages, 16 oz",Beverages,16,oz,200,0,54,0,44,0,12,0
KFC,"7UP, 12 fl oz","7UP, 12 fl oz, Beverages",Beverages,12,fl oz,150,0,38,,44,0,11,
KFC,"7UP, 16 fl oz","7UP, 16 fl oz, Beverages",Beverages,16,fl oz,190,0,51,0,42,0,11,0
KFC,"7UP, 20 fl oz","7UP, 20 fl oz, Beverages",Beverages,20,fl oz,240,0,64,0,42,0,11,0
KFC,"7UP, 30 fl oz","7UP, 30 fl oz, Beverages",Beverages,30,fl oz,360,0,96,0,42,0,11,0
Steak 'N Shake,7x7 Steakburger,"7x7 Steakburger, The Original Steakburger",Burgers,,,1330,98,34,74,,,,
Papa John's,8 BBQ Wings,"8 BBQ Wings, Papa's Wings & Poppers, Wings, Sides; Choice of Adding: Dipping Sauce",AppetizersSides,336,g,880,57,20,67,262,17,6,20
Papa John's,8 Buffalo Wings,"8 Buffalo Wings w/ Spicy Buffalo Sauce, Papa's Wings & Poppers, Wings, Sides; Choice of Adding: Dipping Sauce",AppetizersSides,336,g,840,58,8,67,250,17,2,20
Church's Chicken,8 Butterfly Shrimp,"8 Butterfly Shrimp, Main Courses",Entrees,110,g,320,17,31,12,291,15,28,11
Zaxby's,8 Celery Sticks,"8 Celery Sticks, for 20 Piece Wings, Wings & Fingerz",AppetizersSides,90,g,10,0,2,0,11,0,2,0
Chick-Fil-A,8 Chick Fil A Nuggets,"8 Chick Fil A Nuggets, Entrees; Choice of Adding: Dipping Sauce",Entrees,,,260,12,9,28,,,,
Starbucks,8 Grain Roll,"8 Grain Roll w/ Raisins, Bakery, Food",Baked Goods,128,g,380,6,70,10,297,5,55,8
Chick-Fil-A,8 Grilled Nuggets,"8 Grilled Nuggets, Entrees; Choice of Adding: Dipping Sauce",Entrees,,,140,3.5,2,25,,,,
Del Taco,8 Hash Brown Sticks,"8 Hash Brown Sticks, Breakfast, Buck & Under",Fried Potatoes,113,g,360,27,28,0,319,24,25,0
Papa John's,8 Honey Chipotle Wings,"8 Honey Chipotle Wings, Papa's Wings & Poppers, Wings, Sides; Choice of Adding: Dipping Sauce",AppetizersSides,336,g,900,57,27,67,268,17,8,20
Arby's,8 Jalapeno Bites,"8 Jalapeno Bites w/out Bronco Berry Sauce, Sliders, Snacks, Friends of Meat",AppetizersSides,176,g,470,27,50,8,267,15,28,5
Arby's,8 Jalapeno Bites w/ Bronco Berry Sauce,"8 Jalapeno Bites w/ Bronco Berry Sauce, Sides, Sliders, Snacks, Friends of Meat",AppetizersSides,204,g,530,27,65,8,260,13,32,4
Del Taco,8 Layer Veggie Burrito,"8 Layer Veggie Burrito in a Flour Tortilla w/ Beans, Fresca Lime Rice, Guacamole, Tomatoes, Lettuce, Cheddar Cheese, Zesty Red Sauce & Sour Cream, Burritos",Sandwiches,320,g,540,18,72,18,169,6,23,6
Auntie Anne's,8 Mini Pretzel Dogs,"8 Mini Pretzel Dogs w/out Butter, Pretzel Dogs",Sandwiches,172,g,480,25,45,16,279,15,26,9
Auntie Anne's,8 Mini Pretzel Dogs w/ Butter,"8 Mini Pretzel Dogs w/ Butter, Pretzel Dogs",Sandwiches,176,g,510,29,45,16,290,16,26,9
Applebee's,8 oz USDA Choice Top Sirloin,"8 oz USDA Choice Top Sirloin w/out Side, Create Your Grill Masterpiece, Wood Fired Grill",Entrees,,,280,10,2,45,,,,
Papa John's,8 Unsauced Roasted Wings,"8 Unsauced Roasted Wings, Papa's Wings & Poppers, Wings, Sides, Sides & Desserts, Ingredients; Choice of Adding: Dipping Sauce",AppetizersSides,290,g,810,57,4,66,279,20,1,23
Marco's Pizza,"8 Wings, BBQ","8 Wings, BBQ, Wings & Boneless Chicken, Wings",AppetizersSides,,,80,4.5,5,5,,,,
Marco's Pizza,"8 Wings, Buffalo","8 Wings, Buffalo, Wings & Boneless Chicken, Wings",AppetizersSides,,,60,4.5,,5,,,,
Marco's Pizza,"8 Wings, Plain","8 Wings, Plain, Wings & Boneless Chicken, Wings",AppetizersSides,,,60,4.5,,5,,,,
Perkins,"8"" Flour Tortilla, for Chorizo Flats","8"" Flour Tortilla, for Chorizo Flats, Lunch & Dinners, Just For Starters",ToppingsIngredients,72,g,230,5,36,6,319,7,50,8
Burger King,9 Chicken Fries,"9 Chicken Fries, Chicken & More; Choice of Adding: BBQ, Honey Mustard, Ranch, Zesty, Buffalo or Sweet & Sour Dipping Sauce",AppetizersSides,91,g,280,17,20,13,308,19,22,14
White Castle,9 Chicken Rings,"9 Chicken Rings, Sides & Drinks",AppetizersSides,215,g,790,71,18,26,367,33,8,12
Carl's Jr.,9 Chicken Stars,"9 Chicken Stars, Chicken & More; Choice of: Dipping Sauce",Entrees,137,g,390,23,26,18,285,17,19,13
Red Robin,9 Corn Doggies,"9 Corn Doggies Bites, Kids Entrees, Kids Menu; Choice of Adding: Apples, Carrots, Freckled Fruit Salad, Mandarin Oranges, Side Salad, Steak Fries or Steamed Broccoli",Entrees,,,530,33,43,16,,,,
Einstein Bros,9 Grain Bagel,"9 Grain Bagel, Bagels, Fresh Baked Bagels",Baked Goods,107,g,300,6,51,13,280,6,48,12
McAlister's Deli,9 Grain Bun,"9 Grain Bun, Choose 2",ToppingsIngredients,,,170,2,33,6,,,,
McAlister's Deli,9 Grain Ciabatta,"9 Grain Ciabatta, Choose 2, Bread, Turkey Sandwiches",ToppingsIngredients,,,340,4,66,12,,,,
Subway,"9 Grain Honey Oat Bread, 6 in","9 Grain Honey Oat Bread, Breads, Breads & Condiments, 6 in",ToppingsIngredients,82,g,230,2.5,43,8,280,3,52,10
Subway,"9 Grain Wheat Bread, 6 in","9 Grain Wheat Bread, Breads, Breads & Condiments, 6 in",ToppingsIngredients,78,g,210,2,40,8,269,3,51,10
Red Robin,A.1. Peppercorn Burger,"A1 Peppercorn Burger on Onion Bun w/ Hardwood Smoked Bacon, Melted Pepper Jack, A1 Peppercorn Spread, Tomatoes & Crispy Onion Straws, Gourmet Burgers; Choice of Adding: Bottomless Steak Fries",Burgers,,,1110,69,71,50,,,,
Checker's Drive-In/Rallys,A1 Buttery Steak Burger,"A1 Buttery Steak Burger on a Brioche Bun w/ All Beef Patty, A1 Steak Butter, Seasoned Steak, Swiss Cheese, Onions, Ketchup, Mayo, Seared & Seasoned Burgers, New Menu Items",Burgers,,,660,43,44,24,,,,
Five Guys,A1 Original Steak Sauce,"A1 Original Steak Sauce, 1 Tbsp, Toppings",ToppingsIngredients,17,g,15,0,3,0,88,0,18,0
Quiznos,"A1 Steak Dip, 12 in","A1 Steak Dip w/ Cheddar, Sauteed Mushrooms & Onions, Mayo, A1 Steak Sauce & Side of Au Jus, Limited Time Offer, 12 in",Sandwiches,,,1060,38,122,60,,,,
Quiznos,"A1 Steak Dip, 4 in","A1 Steak Dip w/ Cheddar, Sauteed Mushrooms & Onions, Mayo, A1 Steak Sauce & Side of Au Jus, Limited Time Offer, 4 in",Sandwiches,,,370,13,45,21,,,,
Quiznos,"A1 Steak Dip, 8 in","A1 Steak Dip w/ Cheddar, Sauteed Mushrooms & Onions, Mayo, A1 Steak Sauce & Side of Au Jus, Limited Time Offer, 8 in",Sandwiches,,,710,25,83,40,,,,
Quiznos,"A1 Steak Dip, Flatbread","A1 Steak Dip w/ Cheddar, Sauteed Mushrooms & Onions, Mayo, A1 Steak Sauce & Side of Au Jus, Flatbread, Limited Time Offer",Sandwiches,,,370,15,39,20,,,,
Whataburger,A1 Thick & Hearty Burger,"A1 Thick & Hearty Burger on Large White Bun w/ 2 100% Beef Patties, Grilled Onions, Crispy Bacon, 1 Slice American Cheese & A.1. Thick & Hearty Sauce, All Time Favorites, Only Available in Texas & Oklahoma",Burgers,361,g,990,54,68,55,274,15,19,15
Whataburger,A1 Thick & Hearty Burger Jr,"A1 Thick & Hearty Burger Jr on Small White Bun w/ 100% Pure American Beef Patty, Grilled Onions, Crispy Bacon, American Cheese Slice & A.1. Thick & Hearty Sauce, All Time Favorites, Only Available in Texas & Oklahoma",Burgers,183,g,530,28,40,29,290,15,22,16
Whataburger,A1 Thick & Hearty Burger Jr Whatameal,"A1 Thick & Hearty Burger Jr Whatameal w/ 100% Beef Patty, Grilled Onions, Bacon, Special Seasoning, American Cheese, A.1. Thick & Hearty Sauce on a Small White Bun, Coca Cola Classic Drink & Fries, All Time Favorites, Only Available in Texas & Oklahoma",Burgers,978,g,1250,49,174,34,128,5,18,3
Whataburger,A1 Thick & Hearty Burger Jr Whatameal w/ Lower Calorie Sides,"A1 Thick & Hearty Burger Jr Whatameal w/ Lower Calorie Sides, 100% Beef Patty, Bacon, Onion, Special Seasoning, American Cheese & A.1. Thick & Hearty Sauce on a Small White Bun, Apple Slices & Unsweetened Iced Tea, All Time Favorites",Burgers,1189,g,570,28,50,29,48,2,4,2
Whataburger,A1 Thick & Hearty Burger Whatameal,"A1 Thick & Hearty Burger Whatameal w/ 2 Beef Patties, A.1. Thick & Hearty Sauce, Bacon, Onions, American Cheese & Special Seasoning on a Large White Bun, Coca Cola Classic Drink & Fries, All Time Favorites",Burgers,1396,g,1810,76,232,60,130,5,17,4
Whataburger,A1 Thick & Hearty Burger Whatameal w/ Lower Calorie Sides,"A1 Thick & Hearty Burger Whatameal w/ Lower Calorie Sides, 2 100% Beef Patties, Grilled Onions, Bacon, American Cheese & A.1. Thick & Hearty Sauce on a Large White Bun, Apple Slices & Unsweetened Iced Tea, All Time Favorites",Burgers,1366,g,1030,54,78,55,75,4,6,4
Red Robin,Absolutely Absolut Freckled Lemonade,"Absolutely Absolut Freckled Lemonade w/ Absolut Citron Vodka, Minute Maid Lemonade & Strawberries, Mixed Drinks, From The Bar",Beverages,,,287,0,39,1,,,,
Panera Bread,"Acai Berry Green Iced Tea, Large","Acai Berry Green Iced Tea, Iced Beverages, Drinks, 32 fl oz, Large",Beverages,32,fl oz,0,0,0,0,0,0,0,0
Panera Bread,"Acai Berry Green Iced Tea, Medium","Acai Berry Green Iced Tea, Iced Beverages, Drinks, 20 fl oz, Medium",Beverages,20,fl oz,0,0,0,0,0,0,0,0
Jamba Juice,Acai Primo Bowl,"Acai Primo Bowl w/ Acai Juice, Soymilk, Blueberries, Strawberries, Bananas, Granola, Coconut & Honey, Energy Bowls",Entrees,,,490,10,99,8,,,,
Jamba Juice,"Acai Super Antioxidant Smoothie, Large","Acai Super Antioxidant Smoothie w/ Acai, Blueberries, Raspberry Sherbet & Antioxidant Boost, Boosted w/ a Purpose Smoothies, Smoothies, Large",Beverages,,,540,8,108,10,,,,
Jamba Juice,"Acai Super Antioxidant Smoothie, Medium","Acai Super Antioxidant Smoothie w/ Acai, Blueberries, Raspberry Sherbet & Antioxidant Boost, Boosted w/ a Purpose Smoothies, Smoothies, Medium",Beverages,,,420,6,84,7,,,,
Jamba Juice,"Acai Super Antioxidant Smoothie, Small","Acai Super Antioxidant Smoothie w/ Acai, Blueberries, Raspberry Sherbet & Antioxidant Boost, Boosted w/ a Purpose, Smoothies, Small",Beverages,,,310,4.5,63,6,,,,
Quiznos,Acai Vinaigrette,"Acai Vinaigrette, Salads & Wraps; Choice in: Salad Dressings",ToppingsIngredients,57,g,140,11,10,0,246,19,18,0
California Pizza Kitchen,Acqua Panna Natural Mineral Water,"Acqua Panna Natural Mineral Water, Beverages",Beverages,,,0,0,0,0,,,,
Wawa,Add 4 Applewood Smoked Bacon Strips,"Add 4 Applewood Smoked Bacon Strips, for Breakfast Shorti Hoagies, Club Sandwiches, Sandwiches, Hot Shorti Hoagies & Cold Shorti Hoagies, Breakfast Bagels, Toast & More, Breakfast 6 in Shorti Hoagies, Club Sandwiches, Sandwiches, Cold 6 in Shorti Hoagies, Hot 6 in Shorti Hoagies",ToppingsIngredients,,,100,8,0,8,,,,
Wawa,Add 4 Pepperoni Slices,"Add 4 Pepperoni Slices, for Breakfast Shorti Hoagies, Club Sandwiches, Sandwiches, Hot Shorti Hoagies & Cold Shorti Hoagies, Breakfast 6 in Shorti Hoagies, Club Sandwiches, Sandwiches, Hot 6 in Shorti Hoagies, Cold 6 in Shorti Hoagies",ToppingsIngredients,,,130,12,1,6,,,,
Wawa,Add 6 Applewood Smoked Bacon Strips,"Add 6 Applewood Smoked Bacon Strips, for Classic Hoagies, Breakfast",ToppingsIngredients,,,160,12,1,11,,,,
Wawa,Add 6 Pepperoni Slices,"Add 6 Pepperoni Slices, for Classic Hoagies, Breakfast",ToppingsIngredients,,,200,18,1,9,,,,
Ruby Tuesday,Add a Broiled Petite Lobster Tail,"Add a Broiled Petite Lobster Tail w/ Lobster Tail & Melted Butter, Steaks, Lunch & Dinner Menu Choices, Steak Add Ons, Lunch Menu, Dinner Menu",Entrees,,,403,33,0,23,,,,
Denny's,Add a Meatball,"Add a Meatball, Kids Entrees, Kids",ToppingsIngredients,2,oz,160,13,4,9,282,23,7,16
Olive Garden,"Add Chicken, for Alfredo Sauce w/ Choice of Pasta","Add Chicken, for Alfredo Sauce w/ Choice of Pasta, Five Cheese Marinara w/ Choice of Pasta, Meat Sauce w/ Choice of Pasta, Tomato Sauce w/ Choice of Pasta, Rotini w/ Marinara, Rotini w/ Meat Sauce & Five Cheese Ziti al Forno, Kids & Adults Menu",ToppingsIngredients,,,140,3.5,0,28,,,,
Romano's Macaroni Grill,Add Grilled Chicken,"Add Grilled Chicken, for Spaghetti Verdi, Sausage Rigatoni, Baked Ravioli & Spaghetti Bolognese, Kitchen Counter Lunch",ToppingsIngredients,,,240,16,3,23,,,,
Olive Garden,"Add Grilled Shrimp, for Rotini w/ Marinara","Add Grilled Shrimp, for Rotini w/ Marinara, Rotini w/ Meat Sauce & Five Cheese Ziti al Forno",ToppingsIngredients,,,70,0,,16,,,,
Olive Garden,Add Italian Sausage,"Add Italian Sausage, for Kids Create Your Own Pasta, Kids Selections",ToppingsIngredients,,,240,20,1,12,,,,
Romano's Macaroni Grill,Add Italian Sausage,"Add Italian Sausage, for Spaghetti Verdi, Sausage Rigatoni, Baked Ravioli & Spaghetti Bolognese, Kitchen Counter Lunch",ToppingsIngredients,,,430,39,2,17,,,,
Olive Garden,Add Meatball,"Add Meatball, for Kids Create Your Own Pasta, Kids Selections, Kids, Pronto Lunch Menu, Kids, Cucina Classica, Dinner Menu, Kids & Adults Menu",ToppingsIngredients,,,140,9,4,10,,,,
Wawa,Add Roasted Veggies,"Add Roasted Veggies, for Breakfast Shorti Hoagies, Club Sandwiches, Cold Shorti Hoagies, Hot Shorti Hoagies & Sandwiches, Breakfast 6 in Shorti Hoagies, Club Sandwiches, Cold 6 in Shorti Hoagies, Hot 6 in Shorti Hoagies, Sandwiches, 2 Scoops",ToppingsIngredients,,,60,3,7,1,,,,
Olive Garden,Add Shrimp,"Add Shrimp, for Kids Create Your Own Pasta, Kids Selections, Kids, Dinner Menu, Kids, Pronto Lunch Menu",ToppingsIngredients,,,30,0,0,7,,,,
Romano's Macaroni Grill,Add Shrimp,"Add Shrimp, for Spaghetti Verdi, Sausage Rigatoni, Baked Ravioli & Spaghetti Bolognese, Kitchen Counter Lunch",ToppingsIngredients,,,150,14,0,5,,,,
IHOP,Additional Burger Patty,"Additional Burger Patty, Add to Any Burger, Made to Hold Sandwiches & Burgers, All You Can Eat Pancakes & Seasonal Offerings",ToppingsIngredients,,,360,28,0,27,,,,
Red Lobster,Admirals Feast,"Admirals Feast w/ Walt's Favorite Shrimp, Bay Scallops, Clam Strips & Wild Caught Flounder, Fried Till Crisp & Golden w/ Cocktail & Tartar Sauce, Shrimp & Classic Combos, Dinner,",Entrees,,,1420,79,113,65,,,,
Tim Hortons,Aged Cheddar Biscuit Breakfast Sandwich,"Aged Cheddar Biscuit Breakfast Sandwich, Breakfast Sandwiches, Hot Breakfast Sandwich, Breakfast",Sandwiches,187,g,540,37,30,20,289,20,16,11
Yard House,"Ahi Crunchy Salad, Full","Ahi Crunchy Salad w/ Seared Rare Ahi, Field Greens, Asian Slaw, Crispy Wontons & Soy Vinaigrette, Entree Salads, Full",Salads,,,820,67,41,18,,,,
Yard House,"Ahi Crunchy Salad, Small","Ahi Crunchy Salad w/ Seared Rare Ahi, Field Greens, Asian Slaw, Crispy Wontons & Soy Vinaigrette, Entree Salads, Small",Salads,,,430,31,19,20,,,,
BJ's Restaurant & Brewhouse,Ahi Poke,"Ahi Poke w/ Chopped Sashimi Grade Ahi, Green Onions, Yellow Onions, Signature Poke Sauce, Diced Avocados & Crisp Wonton Chips, Shareable Appetizers",AppetizersSides,,,320,10,24,32,,,,
Yard House,Ahi Sashimi,"Ahi Sashimi w/ Seared Rare Ahi, Soy Vinaigrette, Wasabi & Pickled Ginger, Appetizers",Entrees,,,500,35,17,29,,,,
PF Chang's,Ahi Tartare w/ Avocado,"Ahi Tartare w/ Avocado, Lighter Lunch Pairings, Lunch Menu, Sushi, also called Ahi Poke w/ Avocado",AppetizersSides,,,380,14,34,29,,,,
Bonefish Grill,"Ahi Tuna Sashimi, Large","Ahi Tuna Sashimi w/ Sesame Seared Ahi Tuna, Wasabi & Pickled Ginger, Starters & Sharing, Brunch, Dinner, Sunset Dinner, Rip Tide Dinner, Large",AppetizersSides,,,675,31,27,72,,,,
Bonefish Grill,"Ahi Tuna Sashimi, Regular","Ahi Tuna Sashimi w/ Wasabi & Pickled Ginger, Starters & Sharing, Brunch, Dinner, Sunset Dinner, Rip Tide Dinner, Regular",AppetizersSides,,,359,15,17,37,,,,
Bonefish Grill,Ahi Tuna Steak,"Ahi Tuna Steak, Grilled Fish, Brunch, Dinner; Choice of: 2 Fresh Sides; Choice of: Fresh Grilled Lemon or a Signature Sauce",Entrees,,,304,14,3,45,,,,
Bonefish Grill,"Ahi Tuna, Add On","Ahi Tuna, Add On, Add Ons, Dinner, Lunch Greens, Lunch",ToppingsIngredients,,,221,6,7,34,,,,
Taco Bell,"Airheads Blue Raspberry Freeze, 16 oz, Regular","Airheads Blue Raspberry Freeze,16 oz, Regular, Drinks & Sweets, Freezes",Beverages,16,oz,170,0,45,0,37,0,10,0
Taco Bell,"Airheads Blue Raspberry Freeze, 20 oz, Large","Airheads Blue Raspberry Freeze, 20 oz, Large, Freezes, Drinks & Sweets",Beverages,20,oz,210,0,56,0,37,0,10,0
Perkins,Alaskan Amber,"Alaskan Amber, Drinks, Beer",Beverages,12,oz,180,0,20,0,53,0,6,0
Einstein Bros,Albacore Tuna Salad on Multigrain,"Albacore Tuna Salad on a Fresh Baked Multigrain Roll w/ Pickle, Albacore Tuna, Celery, Mayo, Lettuce, Tomato & Red Onion, Signature Sandwiches; Choice of Adding: Chips, Potato Salad or Fresh Fruit",Sandwiches,290,g,590,28,59,31,203,10,20,11
Subway,"Albuquerque Turkey, 6 in","Albuquerque Turkey on 9 Grain Wheat Bread w/ Lettuce, Tomatoes, Onions, Green Peppers & Cucumbers, 6 in Limited Time Offer, Regional Subs, 6 in",Sandwiches,298.2,g,430,14,51,24,144,5,17,8
Perkins,"Alexander Keith's, 12 oz","Alexander Keith's, 12 oz, Beer, Drinks",Beverages,12,oz,150,0,11,0,44,0,3,0
Olive Garden,Alfredo Dipping Sauce,"Alfredo Dipping Sauce, for Dipping Sauces w/ 4 Breadsticks & Dine In Unlimited Soup, Salad & Breadsticks, Appetizers, Soup, Salad & Breadsticks, Appetizers, Dinner Menu, Soups & Salads, Pronto Lunch Menu",ToppingsIngredients,,,440,43,5,8,,,,
Noodles & Company,"Alfredo Montamore, Regular","Alfredo Montamore w/ Spaghetti Noodles, 4 Cheese Blend Alfredo, Mushrooms, Tomato, Spinach & Parmesan Chicken, Montamore Cheese & Cracked Pepper, Noodles & Pasta, Regular",Entrees,,,1340,82,104,43,,,,
Noodles & Company,"Alfredo Montamore, Small","Alfredo Montamore w/ Spaghetti Noodles, 4 Cheese Blend Alfredo, Mushrooms, Tomato, Spinach & Parmesan Chicken, Montamore Cheese & Cracked Pepper, Noodles & Pasta, Small",Entrees,,,790,47,57,30,,,,
Ci Ci's Pizza,Alfredo on Traditional Crust,"Alfredo on Traditional Garlic Butter Crust w/ Creamy Alfredo Sauce & 100% Real Cheese, Traditional Tastes, Pizza",Pizza,,,150,5,22,6,,,,
Golden Corral,Alfredo Sauce,"Alfredo Sauce, Hot Buffet",ToppingsIngredients,63,g,150,14,3,3,238,22,5,5
Dominos,"Alfredo Sauce, for 12"" Medium Handmade Pan Pizzas","Alfredo Sauce, for 12"" Medium Handmade Pan Pizza & 12"" Medium Hand Tossed Pizza, Sauce",ToppingsIngredients,11,g,25,2.5,1,1,227,23,9,9
Dominos,"Alfredo Sauce, for 14"" Large Brooklyn Style Pizza","Alfredo Sauce, for 14"" Large Brooklyn Style Pizza, Sauce",ToppingsIngredients,19,g,45,4.5,1,1,237,24,5,5
Dominos,"Alfredo Sauce, for 14"" Large Hand Tossed & Crunchy Thin Crust Pizza","Alfredo Sauce, for 14"" Large Hand Tossed & Crunchy Thin Crust Pizza, Sauce",ToppingsIngredients,14,g,35,3,1,1,250,21,7,7
Dominos,"Alfredo Sauce, for 16"" Extra Large Brooklyn Style Pizza","Alfredo Sauce, for 16"" Extra Large Brooklyn Style Pizza, Sauce",ToppingsIngredients,24,g,60,5,2,1,250,21,8,4
Dominos,"Alfredo Sauce, for 16"" Extra Large Hand Tossed Pizza","Alfredo Sauce, for 16"" Extra Large Hand Tossed Pizza, Sauce",ToppingsIngredients,18,g,45,4,1,1,250,22,6,6
Dominos,"Alfredo Sauce, for Medium 12"" Crunchy Thin Crust Pizza","Alfredo Sauce, for Medium 12"" Crunchy Thin Crust Pizza, Sauce",ToppingsIngredients,21,g,50,5,1,1,238,24,5,5
Dominos,"Alfredo Sauce, for Small 10"" Crunchy Thin Crust Pizza","Alfredo Sauce, for Small 10"" Crunchy Thin Crust Pizza, Sauce",ToppingsIngredients,11,g,25,3,1,1,227,27,9,9
Dominos,"Alfredo Sauce, for Small 10"" Hand Tossed & Gluten Free Pizzas","Alfredo Sauce, for Small 10"" Hand Tossed & Gluten Free Pizzas, Sauce",ToppingsIngredients,7,g,20,1.5,0,0,286,21,0,0
Olive Garden,"Alfredo Sauce, Kids","Alfredo Sauce, for Kids Create Your Own Pasta & Alfredo Sauce w/ Choice of Pasta, Pronto Lunch, Dinner, Kids Selections, Kids",ToppingsIngredients,,,330,32,4,6,,,,
